trip_num,driver_num,num_occupants,pre_trip,trip_date,start_time,lighting,road_conditions,odometer,start_outside_temp,start_inside_temp,start_departure,range_start,drive_mode,start_notes,post_trip,finish_outside_temp,finish_inside_temp,blue_score,trip_distance,average_speed,trip_duration,economy,range_remaining,brake_mode,climate_control,road_style,reset_meters,finish_notes,Video file name,charge_location,charge_date,charge_time,plugin_temp,unplug_temp,charge_departure,power_usage,cost,charge_notes,charge_id,date_time_local,dataset,location,year,month,day,date,time_lst,date_time_utc,temp_c,temp_flag,dew_point_temp_c,dew_point_temp_flag,rel_hum,rel_hum_flag,wind_dir_10s_deg,wind_dir_flag,wind_spd_km_h,wind_spd_flag,visibility_km,visibility_flag,stn_press_kpa,stn_press_flag,hmdx,hmdx_flag,wind_chill,wind_chill_flag,weather
276,1,1,Y,2019-03-04,15:10:00,Sunny,Clear,3931,-4,21,N,88,N,NA,Y,-11,21,88,3,26,7,25.2,81,D1,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,2019-03-04T15:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,4,2019-03-04,08:00:00,2019-03-04T15:00:00Z,-26.9,NA,-31.7,NA,65,NA,23,NA,18,NA,16.1,NA,94.6,NA,NA,NA,-39,NA,NA
277,1,1,Y,2019-03-04,16:37:00,Sunny,Clear,3935,-10.5,3,N,84,N,NA,Y,-14,14,79,14,53,16,25.1,76,D1,Y,Highway,Y,NA,NA,2home,2019-03-04,18:45:00,-13.5,NA,N,4.8,NA,Breaker blew to new charger (first charge),86,2019-03-04T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,4,2019-03-04,10:00:00,2019-03-04T17:00:00Z,-23,NA,-28.6,NA,61,NA,23,NA,21,NA,16.1,NA,94.64,NA,NA,NA,-35,NA,NA
278,1,1,Y,2019-03-05,06:38:00,Dim,Clear,3949,-22.5,-22.5,N,74,N,NA,Y,-21,6.5,80,17,48,22,31.5,52,D1,Y,Highway,Y,NA,NA,1college,2019-03-05,07:01:00,-21,-12,N,0.5,NA,NA,87,2019-03-05T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,5,2019-03-05,00:00:00,2019-03-05T07:00:00Z,-19.8,NA,-24.9,NA,65,NA,21,NA,17,NA,16.1,NA,94.48,NA,NA,NA,-29,NA,NA
279,1,1,Y,2019-03-05,10:43:00,Sunny,Clear,3967,-12.5,16,N,59,N,NA,Y,-16,19,77,17,60,17,26.2,41,D1,Y,Highway,Y,Turned Eco mode off,NA,2home,2019-03-05,11:15:00,-16,5,N,21.8,NA,"plug in time?, the charger was being tested at this point. No problems with the charger, problems with internet devices (returned)",88,2019-03-05T11:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,5,2019-03-05,04:00:00,2019-03-05T11:00:00Z,-22,NA,-27.1,NA,64,NA,21,NA,11,NA,16.1,NA,94.43,NA,NA,NA,-30,NA,NA
280,1,1,Y,2019-03-05,14:30:00,Sunny,Clear,3984,5,29,N,130,N,NA,Y,-11,24,71,17,52,20,15.5,127,D1,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,2019-03-05T15:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,5,2019-03-05,08:00:00,2019-03-05T15:00:00Z,-20.5,NA,-26.5,NA,59,NA,22,NA,26,NA,16.1,NA,94.34,NA,NA,NA,-32,NA,NA
281,1,1,Y,2019-03-05,16:55:00,Sunny,Clear,4001,-10.5,5,N,128,N,NA,Y,-14.5,16,80,17,58,18,22.9,109,D1,Y,Highway,Y,NA,NA,2home,2019-03-05,17:14:00,-14.5,-18.5,Y,12.5,NA,NA,89,2019-03-05T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,5,2019-03-05,10:00:00,2019-03-05T17:00:00Z,-17.2,NA,-23.6,NA,58,NA,22,NA,26,NA,16.1,NA,94.28,NA,NA,NA,-28,NA,NA
282,1,1,Y,2019-03-06,06:51:00,Dim,Clear,4019,-18.5,8.5,Y,130,N,"amazing warm inside, this is the first departure with the level 2 charger (Big difference, amazing)",Y,-24.5,14.5,78,17,59,17,27.9,106,D1,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,2019-03-06T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,6,2019-03-06,00:00:00,2019-03-06T07:00:00Z,-23.9,NA,-26.7,NA,78,NA,20,NA,5,NA,16.1,NA,94,NA,NA,NA,-29,NA,NA
283,1,1,Y,2019-03-06,08:47:00,Sunny,Clear,4036,-22,-1,N,101,N,NA,Y,-21,7,95,3,30,7,34.1,95,D1,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,2019-03-06T09:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,6,2019-03-06,02:00:00,2019-03-06T09:00:00Z,-24.5,NA,-27.5,NA,77,NA,20,NA,4,NA,16.1,NA,94.01,NA,NA,NA,-28,NA,NA
285,1,1,Y,2019-03-06,14:46:00,Sunny,Clear,4043,-7.5,25,N,104,N,NA,Y,-14.5,24,70,17,59,17,22.2,89,D1,Y,Highway,Y,NA,NA,2home,2019-03-06,15:03:00,-14.5,-14,N,4.1,NA,NA,90,2019-03-06T15:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,6,2019-03-06,08:00:00,2019-03-06T15:00:00Z,-25.2,NA,-28.3,NA,76,NA,24,NA,5,NA,16.1,NA,94.04,NA,NA,NA,-30,NA,NA
286,1,1,Y,2019-03-06,15:40:00,Sunny,Clear,4061,-14,16.5,N,99,N,NA,Y,-13.5,18.5,76,14,61,14,19,96,D1,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,2019-03-06T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,6,2019-03-06,09:00:00,2019-03-06T16:00:00Z,-22.7,NA,-25.6,NA,78,NA,NA,M,4,NA,16.1,NA,94.06,NA,NA,NA,-26,NA,NA
288,1,1,Y,2019-03-06,16:39:00,Dim,Clear,4080,-12.5,12,N,91,N,NA,Y,-13.5,16,84,5,29,10,27.7,83,D1,Y,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,2019-03-06T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,6,2019-03-06,10:00:00,2019-03-06T17:00:00Z,-20.5,NA,-24,NA,74,NA,8,NA,8,NA,16.1,NA,93.95,NA,NA,NA,-27,NA,NA
290,1,1,Y,2019-03-06,18:23:00,Dim,Clear,4086,-13,4,N,75,N,NA,Y,-16,15,74,18,63,17,24.8,52,D1,Y,Highway,Y,NA,NA,2home,2019-03-06,18:41:00,-16,-18,N,23.1,NA,NA,91,2019-03-06T18:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,6,2019-03-06,11:00:00,2019-03-06T18:00:00Z,-19.7,NA,-23.7,NA,71,NA,8,NA,9,NA,16.1,NA,93.95,NA,NA,NA,-26,NA,NA
291,1,1,Y,2019-03-07,06:30:00,Dim,Clear,4105,-18,-6,Y,126,N,Left before departure was done,Y,-16.5,12,83,17,55,18,25.7,111,D1,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,2019-03-07T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,7,2019-03-07,00:00:00,2019-03-07T07:00:00Z,-17.2,NA,-19.2,NA,85,NA,5,NA,5,NA,16.1,NA,92.99,NA,NA,NA,-21,NA,NA
292,1,1,Y,2019-03-07,07:36:00,Dim,Clear,4122,-15,-2.5,N,115,N,NA,Y,-16,2,77,2,39,4,34.7,108,D1,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,2019-03-07T08:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,7,2019-03-07,01:00:00,2019-03-07T08:00:00Z,-19.1,NA,-21.6,NA,81,NA,25,NA,8,NA,16.1,NA,92.88,NA,NA,NA,-25,NA,NA
293,1,1,Y,2019-03-07,07:52:00,Dim,Clear,4125,5,4,N,107,N,Inside carwash (leaving),Y,-6.5,5,79,0,6,4,94.8,105,0,Y,City,Y,Dropped car off for decals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,2019-03-07T08:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,7,2019-03-07,01:00:00,2019-03-07T08:00:00Z,-19.1,NA,-21.6,NA,81,NA,25,NA,8,NA,16.1,NA,92.88,NA,NA,NA,-25,NA,NA
294,1,1,Y,2019-03-08,20:21:00,Dark,Clear,4126,-5,0.5,N,116,N,NA,Y,-9.5,14,69,14,59,14,25,100,D1,Y,Highway,Y,Picked car up from decal install (unknown Drive cycle inbetween last and this trip),NA,2home,2019-03-08,20:38:00,-9.5,-7,N,10.7,NA,NA,92,2019-03-08T20:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,8,2019-03-08,13:00:00,2019-03-08T20:00:00Z,-4.3,NA,-9.4,NA,68,NA,19,NA,9,NA,16.1,NA,92.37,NA,NA,NA,-8,NA,NA
296,1,1,Y,2019-03-11,08:48:00,Dim,Clear,4158,-3.5,0,N,133,N,NA,Y,-2,11.5,90,6,29,13,23.5,125,D1,Y,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,2019-03-11T09:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,11,2019-03-11,02:00:00,2019-03-11T09:00:00Z,-5,NA,-11,NA,63,NA,21,NA,28,NA,16.1,NA,92.81,NA,NA,NA,-13,NA,NA
297,1,1,Y,2019-03-11,17:14:00,Sunny,Clear,4164,4,15,N,128,N,NA,Y,2,21,78,17,57,18,20.4,114,D1,Y,Highway,Y,NA,NA,2home,2019-03-11,17:33:00,2,1,N,10.5,NA,NA,93,2019-03-11T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,11,2019-03-11,10:00:00,2019-03-11T17:00:00Z,-0.7,NA,-8.4,NA,56,NA,21,NA,32,NA,16.1,NA,92.49,NA,NA,NA,-8,NA,NA
298,1,1,Y,2019-03-12,06:23:00,Dark,Clear,4182,1,1,N,158,N,NA,Y,1,15,77,17,58,18,15.7,159,D1,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,2019-03-12T06:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,11,2019-03-11,23:00:00,2019-03-12T06:00:00Z,3,NA,-5.8,NA,53,NA,21,NA,41,NA,16.1,NA,91.7,NA,NA,NA,NA,NA,NA
299,1,1,Y,2019-03-12,07:29:00,Dim,Clear,4199,1,6.5,N,159,N,NA,Y,1,13,92,4,26,9,19.4,154,D1,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,2019-03-12T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,12,2019-03-12,00:00:00,2019-03-12T07:00:00Z,3.7,NA,-6.2,NA,48,NA,21,NA,39,NA,16.1,NA,91.73,NA,NA,NA,NA,NA,NA
301,1,2,Y,2019-03-12,09:44:00,Dim,Clear,4223,2.5,14,N,143,N,2 passengers not for the whole trip,Y,3,21,88,17,40,25,15,137,D1,Y,City/Highway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,2019-03-12T10:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,12,2019-03-12,03:00:00,2019-03-12T10:00:00Z,2.6,NA,-4.4,NA,60,NA,21,NA,26,NA,16.1,NA,91.74,NA,NA,NA,NA,NA,NA
302,1,1,Y,2019-03-12,10:16:00,Dim,Clear,4240,3,198,N,137,N,NA,Y,2.5,20,89,21,35,37,15.2,135,D1,Y,City/Highway,Y,Trip was not reset so this is combined data from the last trip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,2019-03-12T10:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,12,2019-03-12,03:00:00,2019-03-12T10:00:00Z,2.6,NA,-4.4,NA,60,NA,21,NA,26,NA,16.1,NA,91.74,NA,NA,NA,NA,NA,NA
303,1,1,Y,2019-03-12,16:29:00,Dim,Clear,4244,6,17.5,N,138,N,NA,Y,2.5,19.5,89,3,27,7,18.1,133,D1,Y,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,2019-03-12T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,12,2019-03-12,09:00:00,2019-03-12T16:00:00Z,1.8,NA,-4.1,NA,65,NA,20,NA,22,NA,16.1,NA,91.76,NA,NA,NA,NA,NA,NA
304,1,1,Y,2019-03-12,17:06:00,Sunny,Clear,4247,3.5,17,N,131,N,NA,Y,1,21,79,14,56,15,17.8,113,D1,Y,Highway,Y,NA,NA,2home,2019-03-12,17:22:00,1,-3.5,Y,16.4,NA,NA,94,2019-03-12T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,12,2019-03-12,10:00:00,2019-03-12T17:00:00Z,1.9,NA,-3.4,NA,68,NA,22,NA,21,NA,16.1,NA,91.79,NA,NA,NA,NA,NA,NA
307,1,1,Y,2019-03-13,07:59:00,Sunny,Clear,4283,-2.5,10.5,N,174,N,NA,Y,-2.5,14,90,3,28,7,18.8,169,D1,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,2019-03-13T08:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,13,2019-03-13,01:00:00,2019-03-13T08:00:00Z,-1.3,NA,-4.7,NA,78,NA,36,NA,8,NA,16.1,NA,92.47,NA,NA,NA,-4,NA,NA
308,1,1,Y,2019-03-13,08:13:00,Sunny,Clear,4286,-2.5,13,N,169,N,NA,Y,-3,14,97,1,15,4,22.9,167,D1,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,2019-03-13T08:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,13,2019-03-13,01:00:00,2019-03-13T08:00:00Z,-1.3,NA,-4.7,NA,78,NA,36,NA,8,NA,16.1,NA,92.47,NA,NA,NA,-4,NA,NA
309,1,1,Y,2019-03-13,08:24:00,Dim,Clear,4287,-2.5,13.5,N,167,N,NA,Y,-3.5,18.5,90,3,14,15,24.6,159,D1,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,2019-03-13T08:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,13,2019-03-13,01:00:00,2019-03-13T08:00:00Z,-1.3,NA,-4.7,NA,78,NA,36,NA,8,NA,16.1,NA,92.47,NA,NA,NA,-4,NA,NA
310,1,1,Y,2019-03-13,09:14:00,Dim,Clear,4291,-2,10.5,N,159,N,NA,Y,-2,11,99,0,11,2,37.9,157,D1,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,2019-03-13T09:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,13,2019-03-13,02:00:00,2019-03-13T09:00:00Z,-2.4,NA,-5.1,NA,82,NA,NA,NA,0,NA,16.1,NA,92.58,NA,NA,NA,NA,NA,NA
311,1,1,Y,2019-03-13,13:57:00,Sunny,Clear,4291,6.5,27.5,N,164,N,NA,Y,2,26,87,4,29,9,12.5,165,D1,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,2019-03-13T14:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,13,2019-03-13,07:00:00,2019-03-13T14:00:00Z,-3.1,NA,-7.5,NA,72,NA,31,NA,15,NA,16.1,NA,92.94,NA,NA,NA,-8,NA,NA
312,1,1,Y,2019-03-13,14:20:00,Sunny,Clear,4296,3,26,N,162,N,NA,Y,2,15.5,85,3,24,9,19.2,168,D1,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,2019-03-13T14:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,13,2019-03-13,07:00:00,2019-03-13T14:00:00Z,-3.1,NA,-7.5,NA,72,NA,31,NA,15,NA,16.1,NA,92.94,NA,NA,NA,-8,NA,NA
313,1,1,Y,2019-03-13,16:08:00,Sunny,Clear,4300,6.5,24.5,N,168,N,NA,Y,3,20.5,93,3,20,9,11,168,D1,N,City,Y,windows down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,2019-03-13T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,13,2019-03-13,09:00:00,2019-03-13T16:00:00Z,-3.7,NA,-7.4,NA,76,NA,32,NA,11,NA,16.1,NA,93.11,NA,NA,NA,-8,NA,NA
314,1,1,Y,2019-03-13,17:02:00,Sunny,Clear,4303,3,14.5,N,169,N,NA,Y,2.5,16,86,2,23,7,24.9,158,D1,N,City,Y,windows down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,2019-03-13T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,13,2019-03-13,10:00:00,2019-03-13T17:00:00Z,-2.6,NA,-6.8,NA,73,NA,28,NA,11,NA,16.1,NA,93.21,NA,NA,NA,-7,NA,NA
315,1,1,Y,2019-03-13,17:38:00,Sunny,Clear,4306,2.5,12,N,158,N,NA,Y,0,17.5,77,19,54,22,17.8,149,D1,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,2019-03-13T18:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,13,2019-03-13,11:00:00,2019-03-13T18:00:00Z,-2.2,NA,-6.2,NA,74,NA,28,NA,13,NA,16.1,NA,93.28,NA,NA,NA,-7,NA,NA
317,1,1,Y,2019-03-13,12:52:00,Sunny,Clear,4343,0.5,29.5,N,170,N,NA,Y,-1.5,29,95,2,24,5,18.3,180,D1,N,City,Y,NA,NA,2home,2019-03-13,22:02:00,0,-11.5,Y,14.9,NA,NA,95,2019-03-13T13:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,13,2019-03-13,06:00:00,2019-03-13T13:00:00Z,-3.1,NA,-6.8,NA,76,NA,30,NA,15,NA,16.1,NA,92.84,NA,NA,NA,-8,NA,NA
318,1,2,Y,2019-03-15,22:25:00,Dark,Clear,4345,0,0,N,180,N,NA,Y,0,8,84,5,33,9,23.1,152,D1,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,2019-03-15T22:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,15,2019-03-15,15:00:00,2019-03-15T22:00:00Z,2.5,NA,-2.4,NA,70,NA,27,NA,13,NA,16.1,NA,93.96,NA,NA,NA,NA,NA,NA
320,1,2,Y,2019-03-18,06:45:00,Dim,Clear,4370,0,13,N,184,N,NA,Y,-1.5,19,81,23,52,26,16.3,171,D1,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,2019-03-18T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,18,2019-03-18,00:00:00,2019-03-18T07:00:00Z,-0.7,NA,-2.3,NA,89,NA,23,NA,17,NA,16.1,NA,94.15,NA,NA,NA,-6,NA,NA
321,1,1,Y,2019-03-18,08:47:00,Sunny,Clear,4393,-1,7,N,171,N,NA,Y,0.5,15,87,4,26,10,21.9,160,D1,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,2019-03-18T09:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,18,2019-03-18,02:00:00,2019-03-18T09:00:00Z,-0.5,NA,-2.9,NA,84,NA,21,NA,15,NA,16.1,NA,94.09,NA,NA,NA,-5,NA,NA
322,1,1,Y,2019-03-18,10:06:00,Sunny,Clear,4398,1.5,11.5,N,162,N,NA,Y,2.5,17.5,90,4,26,10,17,160,D1,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,2019-03-18T10:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,18,2019-03-18,03:00:00,2019-03-18T10:00:00Z,-0.6,NA,-3.6,NA,80,NA,21,NA,17,NA,16.1,NA,94.04,NA,NA,NA,-6,NA,NA
323,1,2,Y,2019-03-18,12:55:00,Sunny,Clear,4402,12.5,36.5,N,165,N,NA,Y,9,19,87,16,31,31,13.4,164,D1,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,2019-03-18T13:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,18,2019-03-18,06:00:00,2019-03-18T13:00:00Z,-1.5,NA,-4.9,NA,78,NA,21,NA,17,NA,16.1,NA,93.97,NA,NA,NA,-7,NA,NA
324,1,1,Y,2019-03-18,13:31:00,Sunny,Clear,4418,10.5,22,N,165,N,NA,Y,8,21.5,86,4,34,7,12.8,163,D1,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,2019-03-18T14:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,18,2019-03-18,07:00:00,2019-03-18T14:00:00Z,-1.8,NA,-4.8,NA,80,NA,22,NA,13,NA,16.1,NA,93.98,NA,NA,NA,-6,NA,NA
325,1,1,Y,2019-03-18,15:47:00,Sunny,Clear,4423,16,34,N,164,N,NA,Y,9.5,23,92,4,30,9,10.9,165,D1,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,2019-03-18T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,18,2019-03-18,09:00:00,2019-03-18T16:00:00Z,0.3,NA,-3.3,NA,77,NA,22,NA,22,NA,16.1,NA,94,NA,NA,NA,NA,NA,NA
329,1,1,Y,2019-03-19,07:13:00,Dim,Clear,4470,12.5,15.5,N,193,N,Inside carwash (leaving),Y,-1,18.5,78,5,40,7,20.3,180,D1,Y,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,2019-03-19T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,19,2019-03-19,00:00:00,2019-03-19T07:00:00Z,-1.4,NA,-2.5,NA,92,NA,21,NA,5,NA,16.1,NA,94.01,NA,NA,NA,-3,NA,NA
330,1,1,Y,2019-03-19,07:30:00,Dim,Clear,4475,0,15.5,N,179,N,NA,Y,-1,17,91,3,35,6,14.5,178,D1,Y,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,2019-03-19T08:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,19,2019-03-19,01:00:00,2019-03-19T08:00:00Z,-1.2,NA,-2,NA,94,NA,20,NA,5,NA,16.1,NA,94.01,NA,NA,NA,-3,NA,NA
331,1,1,Y,2019-03-19,18:09:00,Sunny,Clear,4479,12.5,23.5,N,187,N,NA,Y,9.5,23.5,79,17,57,18,16.3,170,D1,N,Highway,Y,NA,NA,2home,2019-03-19,18:28:00,9.5,0.5,Y,8.7,NA,NA,98,2019-03-19T18:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,19,2019-03-19,11:00:00,2019-03-19T18:00:00Z,6,NA,0,NA,65,NA,22,NA,22,NA,16.1,NA,93.94,NA,NA,NA,NA,NA,NA
332,1,1,Y,2019-03-20,06:44:00,Dark,Clear,4496,0.5,13.5,N,199,N,NA,Y,-1.5,16,80,17,47,22,15.8,186,D1,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,2019-03-20T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,20,2019-03-20,00:00:00,2019-03-20T07:00:00Z,0.6,NA,-1.5,NA,86,NA,23,NA,13,NA,16.1,NA,93.77,NA,NA,NA,NA,NA,NA
333,1,1,Y,2019-03-20,09:21:00,Sunny,Clear,4514,2.5,16.5,N,191,N,NA,Y,2.5,19,90,3,25,9,11.9,191,D1,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,2019-03-20T09:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,20,2019-03-20,02:00:00,2019-03-20T09:00:00Z,0.7,NA,-2,NA,82,NA,22,NA,11,NA,16.1,NA,93.77,NA,NA,NA,NA,NA,NA
334,1,1,Y,2019-03-20,10:21:00,Sunny,Clear,4517,9.5,24.5,N,193,N,NA,Y,5.5,24.5,93,3,22,10,18.8,193,D2,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,2019-03-20T10:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,20,2019-03-20,03:00:00,2019-03-20T10:00:00Z,0.9,NA,-2.2,NA,80,NA,22,NA,9,NA,16.1,NA,93.75,NA,NA,NA,NA,NA,NA
335,1,2,Y,2019-03-20,13:06:00,Sunny,Clear,4521,16.5,NA,N,193,N,hot in the car no computer data,Y,14.5,NA,94,1,14,7,15.6,192,D2,N,City,Y,Hot inside no temp data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,2019-03-20T13:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,20,2019-03-20,06:00:00,2019-03-20T13:00:00Z,-2.5,NA,-3.9,NA,90,NA,17,NA,5,NA,16.1,NA,93.77,NA,NA,NA,-4,NA,NA
337,1,1,Y,2019-03-21,06:53:00,Dim,Clear,4546,0,16.5,N,218,N,NA,Y,-1.5,13,75,14,63,13,14.1,209,D2,N,Highway,Y,wash,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,2019-03-21T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,21,2019-03-21,00:00:00,2019-03-21T07:00:00Z,0.5,NA,-1.2,NA,89,NA,NA,NA,0,NA,16.1,NA,93.56,NA,NA,NA,NA,NA,NA
339,1,1,Y,2019-03-21,11:18:00,Sunny,Clear,4560,15,37.5,N,201,N,NA,Y,8.5,37,94,2,29,5,15.1,197,D2,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,2019-03-21T11:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,21,2019-03-21,04:00:00,2019-03-21T11:00:00Z,-1.7,NA,-2.5,NA,94,NA,19,NA,5,NA,16.1,NA,93.52,NA,NA,NA,-4,NA,NA
342,1,1,Y,2019-03-21,01:16:00,Sunny,Clear,4570,14.5,NA,N,197,N,hot in the car no computer data Media prep and pics,Y,15.5,NA,93,1,11,7,16.8,195,0,N,City,Y,Hot inside no temp data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,2019-03-21T01:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,20,2019-03-20,18:00:00,2019-03-21T01:00:00Z,13.9,NA,1.2,NA,42,NA,18,NA,9,NA,16.1,NA,93.52,NA,NA,NA,NA,NA,NA
343,3,1,Y,2019-03-21,16:17:00,Sunny,Clear,4572,23.5,40.5,N,196,N,NA,NA,18,23,85,11,21,44,13,187,NA,N,City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,2019-03-21T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,3,21,2019-03-21,09:00:00,2019-03-21T16:00:00Z,3.7,NA,0.1,NA,77,NA,NA,NA,0,NA,16.1,NA,93.59,NA,NA,NA,NA,NA,NA
