trip_num,driver_num,num_occupants,pre_trip,trip_date,start_time,lighting,road_conditions,odometer,start_outside_temp,start_inside_temp,start_departure,range_start,drive_mode,start_notes,post_trip,finish_outside_temp,finish_inside_temp,blue_score,trip_distance,average_speed,trip_duration,economy,range_remaining,brake_mode,climate_control,road_style,reset_meters,finish_notes,Video file name,charge_location,charge_date,charge_time,plugin_temp,unplug_temp,charge_departure,power_usage,cost,charge_notes,charge_id,date_time_local,dataset,location,year,month,day,date,time_lst,date_time_utc,temp_c,temp_flag,dew_point_temp_c,dew_point_temp_flag,rel_hum,rel_hum_flag,wind_dir_10s_deg,wind_dir_flag,wind_spd_km_h,wind_spd_flag,visibility_km,visibility_flag,stn_press_kpa,stn_press_flag,hmdx,hmdx_flag,wind_chill,wind_chill_flag,weather
68,1,2,Y,2018-12-06,16:27:00,Dim,Clear,1221,-11,12,N,99,N,NA,Y,-13.5,22,81,7,30,14,31.9,89,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,2018-12-06T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,6,2018-12-06,09:00:00,2018-12-06T16:00:00Z,-18,NA,-20.2,NA,83,NA,NA,M,4,NA,16.1,NA,93.7,NA,NA,NA,-21,NA,NA
69,1,2,Y,2018-12-06,20:07:00,Dark,Partly covered,1228,-13.5,NA,N,87,N,Temperatrure gun not operating,Y,-14,NA,82,12,52,14,32.2,69,D3,Y,Highway,Y,NA,NA,1 home,2018-12-06,20:24:00,-14,-15,Y,11.7,NA,NA,14,2018-12-06T20:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,6,2018-12-06,13:00:00,2018-12-06T20:00:00Z,-10.1,NA,-14.9,NA,68,NA,25,NA,21,NA,16.1,NA,93.73,NA,NA,NA,-18,NA,NA
70,1,1,Y,2018-12-07,06:42:00,Dark,Partly covered,1241,-15,-9.5,Y,97,N,NA,Y,-17.5,15.5,75,17,57,18,27.9,81,D3,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2018-12-07T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,7,2018-12-07,00:00:00,2018-12-07T07:00:00Z,-17.5,NA,-19.7,NA,83,NA,20,NA,9,NA,16.1,NA,93.7,NA,NA,NA,-24,NA,NA
71,1,1,Y,2018-12-07,16:03:00,Dim,Clear,1258,-3.5,2.5,Y,90,N,NA,Y,-2.5,17,92,4,29,9,27.6,86,D3,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2018-12-07T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,7,2018-12-07,09:00:00,2018-12-07T16:00:00Z,-16.6,NA,-19.9,NA,76,NA,14,NA,8,NA,16.1,NA,93.44,NA,NA,NA,-22,NA,NA
72,1,1,Y,2018-12-07,16:34:00,Dim,Clear,1263,-2.5,11.5,Y,85,N,NA,Y,-6,22.5,74,19,60,20,22.2,70,D3,Y,City/Highway,Y,NA,NA,1 home,2018-12-07,16:55:00,-6,-0.5,Y,21.8,NA,NA,15,2018-12-07T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,7,2018-12-07,10:00:00,2018-12-07T17:00:00Z,-11.9,NA,-16,NA,72,NA,NA,M,4,NA,16.1,NA,93.35,NA,NA,NA,-14,NA,NA
73,1,1,Y,2018-12-10,06:42:00,Dark,Clear,1283,-0.5,10,Y,144,N,NA,Y,3,21.5,78,17,56,18,17.5,146,D3,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,2018-12-10T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,10,2018-12-10,00:00:00,2018-12-10T07:00:00Z,-0.8,NA,-5,NA,73,NA,21,NA,21,NA,16.1,NA,92.96,NA,NA,NA,-6,NA,NA
75,1,1,Y,2018-12-11,06:50:00,Dark,Clear,1317,-5.5,0.5,Y,159,N,NA,Y,-3,22,82,17,56,18,19.1,150,D3,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,2018-12-11T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,11,2018-12-11,00:00:00,2018-12-11T07:00:00Z,-2,NA,-4.9,NA,80,NA,23,NA,11,NA,16.1,NA,93.04,NA,NA,NA,-6,NA,NA
76,1,1,Y,2018-12-11,16:55:00,Dim,Clear,1335,3.5,7.5,N,151,N,NA,Y,2,24,83,17,55,18,21.5,131,D3,Y,Highway,Y,NA,NA,1 home,2018-12-11,17:16:00,2,2,Y,9.9,NA,NA,17,2018-12-11T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,11,2018-12-11,10:00:00,2018-12-11T17:00:00Z,0.6,NA,-6.4,NA,60,NA,21,NA,28,NA,16.1,NA,92.43,NA,NA,NA,NA,NA,NA
77,1,1,Y,2018-12-12,06:52:00,Dark,Clear,1352,2,10.5,Y,166,N,NA,Y,1.5,23.5,78,17,58,18,15.5,166,D3,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2018-12-12T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,12,2018-12-12,00:00:00,2018-12-12T07:00:00Z,4.1,NA,-2.1,NA,64,NA,22,NA,32,NA,16.1,NA,90.96,NA,NA,NA,NA,NA,NA
78,1,2,Y,2018-12-12,09:33:00,Dim,Clear,1369,1.5,5,N,166,N,NA,Y,1.5,24,93,16,28,34,19.5,150,D3,Y,City/Highway,Y,includes waiting to pick up someone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2018-12-12T10:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,12,2018-12-12,03:00:00,2018-12-12T10:00:00Z,3.3,NA,-2.3,NA,67,NA,21,NA,26,NA,16.1,NA,91.04,NA,NA,NA,NA,NA,NA
79,1,2,Y,2018-12-12,11:07:00,Dim,Clear,1386,2,16,N,150,N,NA,Y,2,22,88,0,5,4,45.6,149,D3,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2018-12-12T11:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,12,2018-12-12,04:00:00,2018-12-12T11:00:00Z,2.9,NA,-2.4,NA,68,NA,22,NA,26,NA,16.1,NA,91.07,NA,NA,NA,NA,NA,NA
80,1,2,Y,2018-12-12,11:36:00,Dim,Clear,1386,2.5,16,N,149,N,NA,Y,2.5,20,93,0,5,3,NA,148,D3,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2018-12-12T12:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,12,2018-12-12,05:00:00,2018-12-12T12:00:00Z,1.9,NA,-2.6,NA,72,NA,22,NA,17,NA,16.1,NA,91.14,NA,NA,NA,NA,NA,NA
81,1,2,Y,2018-12-12,11:42:00,Dim,Clear,1386,2.5,20,N,147,N,NA,Y,3.5,26,92,11,25,28,17.6,142,D3,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2018-12-12T12:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,12,2018-12-12,05:00:00,2018-12-12T12:00:00Z,1.9,NA,-2.6,NA,72,NA,22,NA,17,NA,16.1,NA,91.14,NA,NA,NA,NA,NA,NA
82,1,1,Y,2018-12-12,15:59:00,Sunny,Clear,1398,2.5,9.5,N,143,N,NA,Y,1.5,18.5,91,4,23,11,24.2,132,D3,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2018-12-12T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,12,2018-12-12,09:00:00,2018-12-12T16:00:00Z,1.2,NA,-4.3,NA,67,NA,31,NA,21,NA,16.1,NA,91.68,NA,NA,NA,NA,NA,NA
83,1,1,Y,2018-12-12,16:20:00,Dim,Clear,1402,1.5,18,N,131,N,NA,Y,0,23.5,82,14,56,15,19.4,113,D3,Y,Highway,Y,NA,NA,1 home,2018-12-12,16:37:00,0,1,Y,16.1,NA,NA,18,2018-12-12T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,12,2018-12-12,09:00:00,2018-12-12T16:00:00Z,1.2,NA,-4.3,NA,67,NA,31,NA,21,NA,16.1,NA,91.68,NA,NA,NA,NA,NA,NA
84,1,1,Y,2018-12-13,06:54:00,Dark,Clear,1417,1,9.5,Y,175,N,NA,Y,2.5,22.5,79,17,50,15,17.4,165,D3,Y,Highway,Y,"resistance/braking changes based on battery space, engine brake feel changes during trip",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2018-12-13T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,13,2018-12-13,00:00:00,2018-12-13T07:00:00Z,-1.8,NA,-7.5,NA,65,NA,20,NA,17,NA,16.1,NA,92.86,NA,NA,NA,-7,NA,NA
85,1,1,Y,2018-12-13,16:22:00,Dim,Clear,1434,4,7.5,N,169,N,NA,Y,4,11.5,87,2,24,7,25.5,160,D3,Y,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2018-12-13T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,13,2018-12-13,09:00:00,2018-12-13T16:00:00Z,3.3,NA,-5.4,NA,53,NA,20,NA,30,NA,16.1,NA,92.51,NA,NA,NA,NA,NA,NA
86,1,1,Y,2018-12-13,16:35:00,Dim,Clear,1437,4,7.5,N,160,N,NA,Y,3,17.5,93,1,14,6,21.5,158,D3,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2018-12-13T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,13,2018-12-13,10:00:00,2018-12-13T17:00:00Z,3.5,NA,-5,NA,54,NA,20,NA,30,NA,16.1,NA,92.51,NA,NA,NA,NA,NA,NA
87,1,1,Y,2018-12-13,16:48:00,Dark,Clear,1439,3,13.5,N,158,N,NA,Y,3,24,94,3,20,12,20.2,155,D3,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2018-12-13T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,13,2018-12-13,10:00:00,2018-12-13T17:00:00Z,3.5,NA,-5,NA,54,NA,20,NA,30,NA,16.1,NA,92.51,NA,NA,NA,NA,NA,NA
89,1,1,Y,2018-12-14,04:02:00,Dark,Clear,1460,2.5,2,N,183,N,NA,Y,4,22.5,83,18,42,26,16.4,175,D3,Y,Highway,Y,includes sitting in drive through,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2018-12-14T04:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,13,2018-12-13,21:00:00,2018-12-14T04:00:00Z,2.8,NA,-2.5,NA,68,NA,22,NA,30,NA,16.1,NA,92.71,NA,NA,NA,NA,NA,NA
91,1,1,Y,2018-12-14,16:06:00,Sunny,Clear,1490,7.5,10.5,N,165,N,NA,Y,6.5,24.5,75,30,57,31,16.3,141,D3,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2018-12-14T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,14,2018-12-14,09:00:00,2018-12-14T16:00:00Z,5.9,NA,-4.9,NA,46,NA,20,NA,26,NA,16.1,NA,92.54,NA,NA,NA,NA,NA,NA
92,1,1,Y,2018-12-14,16:47:00,Dim,Clear,1520,7,20,N,142,N,NA,Y,10,23,83,8,41,12,15,134,D3,Y,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2018-12-14T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,14,2018-12-14,10:00:00,2018-12-14T17:00:00Z,6.6,NA,-6.7,NA,38,NA,21,NA,30,NA,16.1,NA,92.53,NA,NA,NA,NA,NA,NA
93,1,1,Y,2018-12-14,17:51:00,Dark,Clear,1529,10,15.5,N,136,N,NA,Y,5,22.5,77,20,61,20,17.5,107,D3,Y,Highway,Y,NA,NA,1home,2018-12-14,18:13:00,5,5.5,N,19.6,NA,NA,20,2018-12-14T18:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,14,2018-12-14,11:00:00,2018-12-14T18:00:00Z,7.5,NA,-7,NA,35,NA,21,NA,30,NA,16.1,NA,92.49,NA,NA,NA,NA,NA,NA
94,1,1,Y,2018-12-16,14:55:00,Dim,Clear,1550,5.5,7,N,198,N,NA,Y,5.5,17,96,12,58,12,15.5,191,D3,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2018-12-16T15:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,16,2018-12-16,08:00:00,2018-12-16T15:00:00Z,-2.4,NA,-5.9,NA,77,NA,7,NA,9,NA,16.1,NA,93.29,NA,NA,NA,-6,NA,NA
95,1,1,Y,2018-12-16,15:17:00,Dim,Clear,1562,6,13.5,N,191,N,NA,Y,5,23,94,12,57,12,16.9,177,D3,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2018-12-16T15:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,16,2018-12-16,08:00:00,2018-12-16T15:00:00Z,-2.4,NA,-5.9,NA,77,NA,7,NA,9,NA,16.1,NA,93.29,NA,NA,NA,-6,NA,NA
97,1,1,Y,2018-12-17,16:30:00,Dim,Clear,1592,6.5,10,N,190,N,NA,Y,7,24.5,83,17,48,21,17.8,165,D3,Y,Highway,Y,NA,NA,1home,2018-12-17,16:53:00,7,3,Y,8.4,NA,NA,22,2018-12-17T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,17,2018-12-17,10:00:00,2018-12-17T17:00:00Z,8.5,NA,-0.5,NA,53,NA,20,NA,30,NA,16.1,NA,92.4,NA,NA,NA,NA,NA,NA
98,1,1,Y,2018-12-18,06:52:00,Dark,Clear,1609,3,10.5,Y,202,N,NA,Y,5,20.5,76,17,51,20,16.3,186,D3,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,2018-12-18T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,18,2018-12-18,00:00:00,2018-12-18T07:00:00Z,1.5,NA,-3.8,NA,68,NA,20,NA,22,NA,16.1,NA,92.4,NA,NA,NA,NA,NA,NA
99,1,1,Y,2018-12-18,20:42:00,Dark,Clear,1627,4.5,5.5,N,186,N,NA,Y,4.5,25,84,17,55,18,19.8,154,D3,Y,Highway,Y,NA,NA,1home,2018-12-18,21:02:00,4.5,1.5,Y,9.1,NA,NA,23,2018-12-18T21:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,18,2018-12-18,14:00:00,2018-12-18T21:00:00Z,7.8,NA,-2,NA,50,NA,20,NA,22,NA,16.1,NA,91.58,NA,NA,NA,NA,NA,NA
100,1,1,Y,2018-12-19,07:08:00,Dark,Clear,1644,1.5,8.5,Y,190,N,NA,Y,0,19,80,17,58,18,15.5,182,D3,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2018-12-19T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,19,2018-12-19,00:00:00,2018-12-19T07:00:00Z,5.4,NA,-1.3,NA,62,NA,28,NA,34,NA,16.1,NA,91.75,NA,NA,NA,NA,NA,NA
101,1,1,Y,2018-12-19,15:12:00,Sunny,Clear,1661,1.5,13,N,188,N,NA,Y,8.5,17.5,92,3,33,7,17.6,181,D3,Y,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2018-12-19T15:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,19,2018-12-19,08:00:00,2018-12-19T15:00:00Z,0.8,NA,-4.1,NA,70,NA,25,NA,9,NA,16.1,NA,92.47,NA,NA,NA,NA,NA,NA
102,1,1,Y,2018-12-19,15:42:00,Sunny,Clear,1665,8,14,N,180,N,NA,Y,5,19,87,2,15,9,20.1,176,D3,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2018-12-19T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,19,2018-12-19,09:00:00,2018-12-19T16:00:00Z,0.6,NA,-3.7,NA,73,NA,NA,M,5,NA,16.1,NA,92.58,NA,NA,NA,NA,NA,NA
103,1,1,Y,2018-12-19,16:35:00,Sunny,Clear,1667,5,13.5,N,176,N,NA,Y,5,21.5,83,9,21,28,13.4,178,D3,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2018-12-19T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,19,2018-12-19,10:00:00,2018-12-19T17:00:00Z,2.8,NA,-2.5,NA,68,NA,NA,M,5,NA,16.1,NA,92.7,NA,NA,NA,NA,NA,NA
104,1,1,Y,2018-12-19,18:16:00,Dark,Clear,1677,5,11,N,179,N,NA,Y,4.5,21,93,6,29,132,20.3,164,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2018-12-19T18:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,19,2018-12-19,11:00:00,2018-12-19T18:00:00Z,4,NA,-2.6,NA,62,NA,15,NA,9,NA,16.1,NA,92.76,NA,NA,NA,NA,NA,NA
106,1,1,Y,2018-12-19,19:36:00,Dark,Clear,1685,3.5,15,N,161,N,NA,Y,2.5,22.5,84,21,35,36,20.1,123,D3,Y,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2018-12-19T20:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,19,2018-12-19,13:00:00,2018-12-19T20:00:00Z,6.9,NA,-3.2,NA,49,NA,27,NA,24,NA,16.1,NA,92.81,NA,NA,NA,NA,NA,NA
107,1,1,Y,2018-12-20,09:28:00,Dim,Clear,1707,0,0.5,N,125,N,NA,Y,1,14.5,77,13,63,13,17.7,109,D3,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2018-12-20T09:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,20,2018-12-20,02:00:00,2018-12-20T09:00:00Z,-0.8,NA,-6,NA,68,NA,20,NA,21,NA,16.1,NA,93.37,NA,NA,NA,-6,NA,NA
108,1,1,Y,2018-12-20,09:58:00,Dim,Clear,1720,1.5,10,N,101,N,NA,Y,2.5,14,73,3,30,7,20.2,96,D3,Y,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2018-12-20T10:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,20,2018-12-20,03:00:00,2018-12-20T10:00:00Z,-0.4,NA,-5.8,NA,67,NA,21,NA,18,NA,16.1,NA,93.36,NA,NA,NA,-5,NA,NA
109,1,1,Y,2018-12-20,10:58:00,Sunny,Clear,1724,4,13.5,N,98,N,NA,Y,5.5,17,90,3,23,8,21.3,94,D3,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2018-12-20T11:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,20,2018-12-20,04:00:00,2018-12-20T11:00:00Z,-0.6,NA,-5.8,NA,68,NA,22,NA,15,NA,16.1,NA,93.35,NA,NA,NA,-5,NA,NA
111,1,1,Y,2018-12-21,07:22:00,Dark,Clear,1745,3.5,3.5,N,173,N,NA,Y,3,22,82,16,54,18,14.3,174,D3,Y,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,2018-12-21T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,21,2018-12-21,00:00:00,2018-12-21T07:00:00Z,7,NA,-1.2,NA,56,NA,22,NA,37,NA,16.1,NA,91.44,NA,NA,NA,NA,NA,NA
112,1,1,Y,2018-12-21,08:03:00,Dim,Clear,1762,4.6,12,N,178,N,NA,Y,4,23,97,9,23,24,18.9,165,D3,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,2018-12-21T08:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,21,2018-12-21,01:00:00,2018-12-21T08:00:00Z,7.1,NA,-2.9,NA,49,NA,22,NA,43,NA,16.1,NA,91.35,NA,NA,NA,NA,NA,NA
114,1,1,Y,2018-12-21,11:13:00,Dim,Clear,1776,4,12,N,159,N,NA,Y,3.5,21,79,10,53,11,18.8,144,D3,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,2018-12-21T11:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,21,2018-12-21,04:00:00,2018-12-21T11:00:00Z,5,NA,-4.3,NA,51,NA,21,NA,32,NA,16.1,NA,91.25,NA,NA,NA,NA,NA,NA
115,1,1,Y,2018-12-21,11:27:00,Dim,Clear,1786,3.5,20,N,144,N,NA,Y,3.5,21.5,94,2,32,4,11.5,146,D3,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,2018-12-21T11:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,21,2018-12-21,04:00:00,2018-12-21T11:00:00Z,5,NA,-4.3,NA,51,NA,21,NA,32,NA,16.1,NA,91.25,NA,NA,NA,NA,NA,NA
116,1,1,Y,2018-12-21,11:56:00,Dim,Clear,1788,4,17,N,146,N,NA,Y,3.5,22.5,88,11,44,15,17.2,135,D3,Y,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,2018-12-21T12:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,21,2018-12-21,05:00:00,2018-12-21T12:00:00Z,3,NA,-4.1,NA,60,NA,21,NA,34,NA,16.1,NA,91.23,NA,NA,NA,NA,NA,NA
117,1,1,Y,2018-12-21,12:45:00,Dim,Clear,1799,3.5,17,N,135,N,NA,Y,3,21.5,79,9,56,10,17.8,122,D3,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,2018-12-21T13:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,21,2018-12-21,06:00:00,2018-12-21T13:00:00Z,2.3,NA,-4.3,NA,62,NA,20,NA,28,NA,16.1,NA,91.22,NA,NA,NA,NA,NA,NA
118,1,1,Y,2018-12-21,14:40:00,Dim,Snowy,1809,1.5,10.5,N,122,N,NA,Y,0,19,76,13,41,20,18.8,115,D1,Y,City/Highway,Y,Numbers don’t seem correct may have tried to reset wrong trip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,2018-12-21T15:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,21,2018-12-21,08:00:00,2018-12-21T15:00:00Z,3.2,NA,-6,NA,51,NA,25,NA,39,NA,16.1,NA,91.28,NA,NA,NA,NA,NA,NA
120,1,1,Y,2018-12-22,08:42:00,Sunny,Snowy,1831,-5,-5,N,153,N,NA,Y,-4.5,21.5,72,18,62,17,21.6,128,D1,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,2018-12-22T09:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,22,2018-12-22,02:00:00,2018-12-22T09:00:00Z,-2.3,NA,-6.4,NA,74,NA,29,NA,22,NA,16.1,NA,93.02,NA,NA,NA,-8,NA,NA
121,1,1,Y,2018-12-22,09:14:00,Sunny,Partly covered,1850,-3.5,12,N,128,N,NA,Y,-6,21.5,77,17,61,17,23.7,100,D1,Y,Highway,Y,NA,NA,1home,2018-12-22,09:35:00,-6,-1.5,N,14.6,NA,NA,26,2018-12-22T09:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,22,2018-12-22,02:00:00,2018-12-22T09:00:00Z,-2.3,NA,-6.4,NA,74,NA,29,NA,22,NA,16.1,NA,93.02,NA,NA,NA,-8,NA,NA
122,1,2,Y,2018-12-23,19:34:00,Dark,Clear,1867,-1.5,3.5,N,158,N,NA,Y,-4,18,74,12,54,14,21.5,146,D1,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,2018-12-23T20:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,23,2018-12-23,13:00:00,2018-12-23T20:00:00Z,1.1,NA,-5.4,NA,62,NA,21,NA,21,NA,16.1,NA,92.47,NA,NA,NA,NA,NA,NA
123,1,1,Y,2018-12-23,20:04:00,Dark,Clear,1880,-2.5,9.5,N,145,N,NA,Y,-4,19,79,12,58,13,22.1,130,D1,Y,Highway,Y,NA,NA,1home,2018-12-23,20:19:00,-4,-7,Y,8,NA,NA,27,2018-12-23T20:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,23,2018-12-23,13:00:00,2018-12-23T20:00:00Z,1.1,NA,-5.4,NA,62,NA,21,NA,21,NA,16.1,NA,92.47,NA,NA,NA,NA,NA,NA
124,1,3,Y,2018-12-24,14:01:00,Dim,Clear,1892,-7,13,Y,154,N,NA,Y,-7.5,22.5,71,58,70,49,21.4,96,D1,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,2018-12-24T14:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,24,2018-12-24,07:00:00,2018-12-24T14:00:00Z,-9.9,NA,-11.8,NA,86,NA,22,NA,4,NA,16.1,NA,93.16,NA,NA,NA,-12,NA,NA
125,1,3,Y,2018-12-24,21:07:00,Dark,Clear,1951,-6.5,-6,N,97,N?E,went to eco mode at 50km range,Y,-6.5,23.5,73,58,69,50,19.7,42,D1,Y,Highway,Y,went to eco mode at 50km range,NA,1home,2018-12-24,21:58:00,-6.5,-5,N,25.4,NA,NA,28,2018-12-24T21:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,24,2018-12-24,14:00:00,2018-12-24T21:00:00Z,-7.8,NA,-8.9,NA,92,NA,19,NA,8,NA,11.3,NA,93.32,NA,NA,NA,-12,NA,NA
126,1,3,Y,2018-12-26,08:42:00,Dim,Clear,2009,-5,-5,N,171,N,NA,Y,-5,19,80,16,55,18,21.8,148,D1,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,2018-12-26T09:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,26,2018-12-26,02:00:00,2018-12-26T09:00:00Z,-6,NA,-7.5,NA,89,NA,26,NA,8,NA,16.1,NA,93.57,NA,NA,NA,-10,NA,NA
129,1,1,Y,2018-12-28,08:12:00,Dim,Clear,2073,-10,5.5,N,131,N,NA,Y,-10,16,87,3,35,5,25.3,127,D1,Y,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,2018-12-28T08:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,28,2018-12-28,01:00:00,2018-12-28T08:00:00Z,-5.8,NA,-8.6,NA,81,NA,22,NA,11,NA,16.1,NA,93.86,NA,NA,NA,-11,NA,NA
