trip_num,driver_num,num_occupants,pre_trip,trip_date,start_time,lighting,road_conditions,odometer,start_outside_temp,start_inside_temp,start_departure,range_start,drive_mode,start_notes,post_trip,finish_outside_temp,finish_inside_temp,blue_score,trip_distance,average_speed,trip_duration,economy,range_remaining,brake_mode,climate_control,road_style,reset_meters,finish_notes,charge_location,charge_date,charge_time,plugin_temp,unplug_temp,charge_departure,power_usage,cost,charge_notes
108,1,1,Yes,2018-12-20,09:58:00,Dim,Clear,1720,1.5,10,No,101,Eco PlusN,NA,Yes,2.5,14,73,3,30,7,20.2,96,D3,Yes,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,1,1,Yes,2018-12-20,10:58:00,Sunny,Clear,1724,4,13.5,No,98,Eco PlusN,NA,Yes,5.5,17,90,3,23,8,21.3,94,D3,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,1,1,Yes,2018-12-20,11:27:00,Dim,Clear,1727,6,14.5,No,93,Eco PlusN,NA,Yes,6,23,79,17,51,20,18.5,72,D3,Yes,Highway,Y,NA,1home,2018-12-20,11:49:00,6,3.5,No,22.4,NA,NA
111,1,1,Yes,2018-12-21,07:22:00,Dark,Clear,1745,3.5,3.5,No,173,Eco PlusN,NA,Yes,3,22,82,16,54,18,14.3,174,D3,Yes,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,1,1,Yes,2018-12-21,08:03:00,Dim,Clear,1762,4.6,12,No,178,Eco PlusN,NA,Yes,4,23,97,9,23,24,18.9,165,D3,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,1,1,Yes,2018-12-21,09:33:00,Dim,Clear,1771,5,13,No,165,Eco PlusN,NA,Yes,4.5,19,89,4,34,7,17.5,159,D3,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,1,1,Yes,2018-12-21,11:13:00,Dim,Clear,1776,4,12,No,159,Eco PlusN,NA,Yes,3.5,21,79,10,53,11,18.8,144,D3,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,1,1,Yes,2018-12-21,11:27:00,Dim,Clear,1786,3.5,20,No,144,Eco PlusN,NA,Yes,3.5,21.5,94,2,32,4,11.5,146,D3,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,1,1,Yes,2018-12-21,11:56:00,Dim,Clear,1788,4,17,No,146,Eco PlusN,NA,Yes,3.5,22.5,88,11,44,15,17.2,135,D3,Yes,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,1,1,Yes,2018-12-21,12:45:00,Dim,Clear,1799,3.5,17,No,135,Eco PlusN,NA,Yes,3,21.5,79,9,56,10,17.8,122,D3,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,1,1,Yes,2018-12-21,14:40:00,Dim,Snowy,1809,1.5,10.5,No,122,Eco PlusN,NA,Yes,0,19,76,13,41,20,18.8,115,D1,Yes,City/Highway,Y,Numbers don’t seem correct may have tried to reset wrong trip,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,1,1,Yes,2018-12-21,16:31:00,Dim,Snowy,1813,0,6.5,No,115,Eco PlusN,NA,Yes,-1.5,23.5,71,17,65,16,22.6,99,D1,Yes,Highway,Y,NA,1home,2018-12-21,16:48:00,-1.5,-5,No,18.1,NA,NA
120,1,1,Yes,2018-12-22,08:42:00,Sunny,Snowy,1831,-5,-5,No,153,Eco PlusN,NA,Yes,-4.5,21.5,72,18,62,17,21.6,128,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1,1,Yes,2018-12-22,09:14:00,Sunny,Partly covered,1850,-3.5,12,No,128,Eco PlusN,NA,Yes,-6,21.5,77,17,61,17,23.7,100,D1,Yes,Highway,Y,NA,1home,2018-12-22,09:35:00,-6,-1.5,No,14.6,NA,NA
122,1,2,Yes,2018-12-23,19:34:00,Dark,Clear,1867,-1.5,3.5,No,158,Eco PlusN,NA,Yes,-4,18,74,12,54,14,21.5,146,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,1,1,Yes,2018-12-23,20:04:00,Dark,Clear,1880,-2.5,9.5,No,145,Eco PlusN,NA,Yes,-4,19,79,12,58,13,22.1,130,D1,Yes,Highway,Y,NA,1home,2018-12-23,20:19:00,-4,-7,Yes,8,NA,NA
124,1,3,Yes,2018-12-24,14:01:00,Dim,Clear,1892,-7,13,Yes,154,Eco PlusN,NA,Yes,-7.5,22.5,71,58,70,49,21.4,96,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,1,3,Yes,2018-12-24,21:07:00,Dark,Clear,1951,-6.5,-6,No,97,Eco PlusN?E,went to eco mode at 50km range,Yes,-6.5,23.5,73,58,69,50,19.7,42,D1,Yes,Highway,Y,went to eco mode at 50km range,1home,2018-12-24,21:58:00,-6.5,-5,No,25.4,NA,NA
126,1,3,Yes,2018-12-26,08:42:00,Dim,Clear,2009,-5,-5,No,171,Eco PlusN,NA,Yes,-5,19,80,16,55,18,21.8,148,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1,3,Yes,2018-12-26,17:15:00,Dark,Clear,2026,-5.5,-4,No,148,Eco PlusN,NA,Yes,-7.5,25,86,28,47,36,22.4,112,D1,Yes,City/Highway,Y,NA,1home,2018-12-26,17:53:00,-7.5,-9.5,No,12.7,NA,NA
128,1,1,Yes,2018-12-28,07:44:00,Dim,Clear,2054,-9.5,-10,No,154,Eco PlusN,NA,Yes,-10,16.5,78,18,62,17,23.1,131,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,1,1,Yes,2018-12-28,08:12:00,Dim,Clear,2073,-10,5.5,No,131,Eco PlusN,NA,Yes,-10,16,87,3,35,5,25.3,127,D1,Yes,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,1,1,Yes,2018-12-28,08:25:00,Sunny,Clear,2076,-10,9,No,127,Eco PlusN,NA,Yes,-10,16.5,67,14,68,12,26.5,103,D1,Yes,Highway,Y,NA,1home,2018-12-28,08:37:00,-9,-3.5,No,11.7,NA,NA
131,1,3,Yes,2018-12-30,09:49:00,Dim,Partly covered,2090,-3.5,-4,No,147,Eco PlusN,Windshield was thick ice cleaned easily very quickly,Yes,-3.5,14,71,15,53,17,23.1,140,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,1,3,Yes,2018-12-30,11:38:00,Dim,Partly covered,2105,-5,6.5,No,139,Eco PlusN,NA,Yes,-6.5,24.5,96,5,29,11,25.3,130,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,1,4,Yes,2018-12-30,12:03:00,Dim,Partly covered,2111,-6.5,10.5,No,129,Eco PlusN,NA,Yes,-7.5,16.5,82,2,15,8,37.2,122,0,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,1,4,Yes,2018-12-30,12:46:00,Dim,Partly covered,2113,-7,9,No,123,Eco PlusN,NA,Yes,-7.5,12,94,0,6,4,98.4,119,0,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,1,4,Yes,2018-12-30,13:12:00,Dim,Partly covered,2113,-8,7,No,118,Eco PlusN,NA,Yes,-11.5,24,93,32,34,56,23.8,84,D1,Yes,City/Highway,Y,NA,1home,2018-12-30,14:12:00,-11.5,-4,No,17.9,NA,NA
136,1,3,Yes,2019-01-01,11:17:00,Sunny,Clear,2145,-4,-7.5,No,156,Eco PlusN,NA,Yes,-2,17,76,18,59,18,19.8,145,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,1,3,Yes,2019-01-01,12:27:00,Sunny,Clear,2164,0.5,9.5,No,146,Eco PlusN,NA,Yes,-1,16,94,2,22,5,21.4,144,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,1,3,Yes,2019-01-01,13:50:00,Sunny,Clear,2166,3,8.5,No,146,Eco PlusN,NA,Yes,3.5,18,90,2,9,16,27.3,143,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,1,3,Yes,2019-01-01,14:24:00,Sunny,Clear,2168,3.5,16,No,144,Eco PlusN,NA,Yes,1.5,24,92,44,39,108,16.5,124,D1,Yes,City/Highway,Y,NA,1home,2019-01-01,15:46:00,1.5,3,No,15.7,NA,NA
140,1,1,Yes,2019-01-04,08:36:00,Sunny,Clear,2212,3,2.5,No,187,Eco PlusN,NA,Yes,5,14.5,78,14,62,14,16.7,179,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,1,1,Yes,2019-01-04,09:05:00,Sunny,Clear,2227,4.5,12,No,181,Eco PlusN,NA,Yes,5,13.5,84,1,24,3,19.5,179,0,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,1,1,Yes,2019-01-04,09:46:00,Sunny,Clear,2229,5,10,No,179,Eco PlusN,NA,Yes,7,22.5,83,7,16,26,13.8,183,0,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,1,1,Yes,2019-01-04,10:26:00,Sunny,Clear,2236,7.5,21,No,184,Eco PlusN,NA,Yes,7.5,22,94,5,28,11,17.7,178,0,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,1,1,Yes,2019-01-04,10:33:00,Sunny,Clear,2248,7.5,20.5,No,118,Eco PlusN,NA,Yes,7,22.5,82,14,56,14,18.2,158,D1,Yes,Highway,Y,NA,1home,2019-01-04,11:10:00,7,-5.5,No,9.3,NA,NA
145,1,1,Yes,2019-01-07,06:41:00,Dark,Clear,2255,-5.5,-6,No,189,Eco PlusN,NA,Yes,-5,19.5,82,17,58,18,19,170,D1,Yes,Highway,Y,windshield was heavy frost and defrosted quickly,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,1,1,Yes,2019-01-07,16:37:00,Dim,Clear,2272,-6,4.5,No,170,Eco PlusN,NA,Yes,-7.5,21,86,27,38,43,23.4,120,D1,Yes,City/Highway,Y,includes waiting in drive though,1home,2019-01-07,17:23:00,-7.5,-10,No,12.6,NA,NA
147,1,1,Yes,2019-01-08,06:53:00,Dark,Clear,2299,-10,-9.5,No,171,Eco PlusN,NA,Yes,-11,19.5,78,17,55,19,23.6,136,D2,Yes,Highway,Y,when departure is not used it feels like it uses battery fast to get to temperature,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,1,1,Yes,2019-01-08,16:02:00,Dim,Clear,2317,-7.5,0.5,No,143,Eco PlusN,NA,Yes,-8.5,20,82,17,56,18,20.9,125,D2,Yes,Highway,Y,NA,1home,2019-01-08,16:22:00,-8.5,-6,Yes,11.3,NA,NA
149,1,1,Yes,2019-01-09,06:54:00,Dark,Clear,2334,-6,0,Yes,165,Eco PlusN,NA,Yes,-4,16,81,17,59,17,17.4,158,D2,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,1,1,Yes,2019-01-09,16:27:00,Dim,Clear,2351,5.5,7.5,No,165,Eco PlusN,NA,Yes,6,16.5,89,3,33,7,20.6,159,0,Yes,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,1,1,Yes,2019-01-09,17:37:00,Dark,Clear,2355,5.5,8,No,160,Eco PlusN,NA,Yes,5,15,77,5,41,7,17.9,155,D2,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,1,1,Yes,2019-01-09,17:54:00,Dark,Clear,2361,5,14,No,154,Eco PlusN,NA,Yes,2.5,18.5,76,14,62,13,19.8,138,D2,Yes,Highway,Y,NA,1home,2019-01-09,18:09:00,2.5,-7.5,Yes,10.7,NA,NA
153,1,1,Yes,2019-01-10,06:59:00,Dark,Clear,2375,-7.5,5,Yes,169,Eco PlusN,NA,Yes,-7.5,18,75,17,58,17,19.6,153,D2,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,1,2,Yes,2019-01-10,09:44:00,Sunny,Clear,2392,-7,-2.5,No,157,Eco PlusN,NA,Yes,-3,15,70,12,55,13,23.6,133,0,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,1,2,Yes,2019-01-10,11:29:00,Sunny,Clear,2405,1,8,No,135,Eco PlusN,NA,Yes,-1.5,19.5,87,13,42,20,16.5,131,D2,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,1,1,Yes,2019-01-10,16:10:00,Sunny,Clear,2419,6,10.5,No,132,Eco PlusN,NA,Yes,-3,21,84,24,42,34,17.2,114,D2,Yes,Highway,Y,NA,1home,2019-01-10,16:47:00,-3,-2,Yes,18.5,NA,Departure was set but the vehicle was not driven the day it was set for
157,1,2,Yes,2019-01-13,10:48:00,Sunny,Clear,2443,-2,-1.5,Yes,186,Eco PlusN,NA,Yes,-2,17,68,14,57,15,17.8,175,D2,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,1,2,Yes,2019-01-13,12:30:00,Sunny,Clear,2458,2,9,No,176,Eco PlusN,NA,Yes,3,19,88,5,29,12,19.9,168,D2,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,1,3,Yes,2019-01-13,13:01:00,Sunny,Clear,2464,3.5,14,No,169,Eco PlusN,NA,Yes,3,16.5,72,0,7,2,35.2,168,0,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,1,3,Yes,2019-01-13,13:58:00,Sunny,Clear,2464,3.5,12,No,168,Eco PlusN,NA,Yes,2.5,21,76,19,51,22,18.6,145,D2,Yes,Highway,Y,NA,1home,2019-01-13,14:25:00,2.5,-9,Yes,10.1,NA,NA
161,1,1,Yes,2019-01-14,06:43:00,Dark,Clear,2483,-9,-1,Yes,175,Eco PlusN,NA,Yes,-9.5,16.5,82,17,51,21,20.2,156,D2,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,1,1,Yes,2019-01-14,16:11:00,Sunny,Clear,2501,10,13.5,No,171,Eco PlusN,NA,Yes,0,21,79,17,58,18,17.4,152,D2,Yes,Highway,Y,NA,1home,2019-01-14,16:30:00,0,-8.5,Yes,9,NA,NA
163,1,1,Yes,2019-01-15,06:46:00,Dark,Clear,2519,-8.5,-4,Yes,175,Eco PlusN,NA,Yes,-9,14.5,77,17,58,18,20.8,151,D2,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,1,2,Yes,2019-01-15,14:14:00,Sunny,Clear,2536,-5,8,No,159,Eco PlusN,NA,Yes,-1,17,92,8,28,18,20.2,149,D2,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,1,2,Yes,2019-01-15,15:08:00,Sunny,Clear,2545,3,13,No,146,Eco PlusN,NA,Yes,-1.5,19.5,91,10,38,17,17,140,D2,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,1,1,Yes,2019-01-15,16:06:00,Sunny,Clear,2555,2,14.5,No,141,Eco PlusN,NA,Yes,-2.5,17.5,94,4,25,9,23.1,133,D2,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,1,1,Yes,2019-01-15,16:21:00,Sunny,Clear,2560,-2,17.5,No,130,Eco PlusN,NA,Yes,-3.5,20,93,6,26,15,16.6,130,D2,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,1,1,Yes,2019-01-15,16:46:00,Dim,Clear,2566,-3.5,19.5,No,130,Eco PlusN,NA,Yes,-5.5,21,78,14,56,16,18.1,115,D2,Yes,Highway,Y,NA,1home,2019-01-15,17:03:00,-5.5,-10,y,15.5,NA,NA
169,1,1,Yes,2019-01-16,06:45:00,Dark,Clear,2581,-10,-2,Yes,168,Eco PlusN,NA,Yes,-9.5,17,80,17,57,18,20,146,D2,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,1,1,Yes,2019-01-16,16:20:00,Dim,Clear,2599,-7,-4,No,154,Eco PlusN,NA,Yes,-8,15,83,17,57,18,22.4,125,D2,Yes,Highway,Y,NA,1home,2019-01-16,16:40:00,-8,-12,Yes,10.5,NA,NA
171,1,1,Yes,2019-01-17,06:52:00,Dark,Partly covered,2616,-12,-5,Yes,154,Eco PlusN,NA,Yes,-12.5,19.5,76,17,59,17,25,125,D2,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,1,1,Yes,2019-01-17,10:38:00,Dim,Partly covered,2634,-11.5,-3,No,125,Eco PlusN,NA,Yes,-13,6,83,5,42,7,34.6,109,D2,Yes,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,1,1,Yes,2019-01-17,12:00:00,Dim,Partly covered,2639,-12.5,-2.5,No,108,Eco PlusN,NA,Yes,-12.5,5,83,2,28,4,38.1,103,D2,Yes,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,1,1,Yes,2019-01-17,12:08:00,Dim,Partly covered,2641,-12,4,No,103,Eco PlusN,NA,Yes,-12.5,19,88,3,27,8,32.5,97,0,Yes,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,1,1,Yes,2019-01-17,16:12:00,Dim,Partly covered,2645,-11,-7,No,99,Eco PlusN,NA,Yes,-11,8,86,4,28,9,38.6,87,D2,Yes,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,1,1,Yes,2019-01-17,16:31:00,Dim,Partly covered,2649,-11,3.5,No,86,Eco PlusN,NA,Yes,-12,18,76,14,60,14,24.7,76,D2,Yes,Highway,Y,NA,1home,2019-01-17,16:47:00,-12,-14,Yes,16.1,NA,NA
177,1,1,Yes,2019-01-18,06:57:00,Dark,Snowy,2663,-14,-2,Yes,120,Eco PlusN,NA,Yes,-15.5,16,75,17,56,18,29.2,93,D2,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,1,1,Yes,2019-01-18,16:35:00,Sunny,Partly covered,2681,-6.5,-4.5,No,100,Eco PlusN,NA,Yes,-11,11.5,94,3,24,9,39,92,D2,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,1,1,Yes,2019-01-18,16:45:00,Sunny,Partly covered,2685,-11,9,No,89,Eco PlusN,NA,Yes,-16,19,87,17,51,20,25.4,75,D2,Yes,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,1,1,Yes,2019-01-18,20:07:00,Dark,Partly covered,2702,-15.5,-6,No,70,Eco PlusN,NA,Yes,-14.5,18,82,46,57,48,21.2,35,D2,Yes,City/Highway,Y,NA,1home,2019-01-18,20:59:00,-14.5,-14.5,Yes,32.4,NA,NA
181,1,1,Yes,2019-01-22,06:40:00,Dark,Clear,2748,-14.5,-5.5,Yes,155,Eco PlusN,NA,Yes,-8,16,83,17,47,22,21.4,142,D2,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,1,1,Yes,2019-01-22,16:22:00,Sunny,Clear,2765,2.5,7,No,151,Eco PlusN,NA,Yes,1,18,79,18,43,25,21.7,128,0,Yes,Highway,Y,NA,1home,2019-01-22,16:57:00,1,-6,Yes,10.3,NA,NA
183,1,1,Yes,2019-01-23,06:45:00,Dark,Clear,2784,-6,-0.5,Yes,160,Eco PlusN,NA,Yes,-5.5,14.5,79,17,59,17,17.8,153,D2,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,1,1,Yes,2019-01-23,16:15:00,Dim,Snowy,2801,-9.5,-7.5,No,148,Eco PlusN,NA,Yes,-12,7.5,74,3,23,8,42.4,129,0,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,1,1,Yes,2019-01-23,17:08:00,Dim,Snowy,2804,-11.5,-3,No,126,Eco PlusN,NA,Yes,-13.5,16.5,78,20,58,21,24.6,102,0,Yes,Highway,Y,NA,1home,2019-01-23,17:30:00,-13.5,-18,Yes,13.4,NA,Left long before departure started
186,1,1,Yes,2019-01-24,06:28:00,Dark,Snowy,2825,-18,-22,Yes,127,Eco PlusN,Temperatrure gun doesn't seem accurate when its cold out even when storred inside,Yes,-22,9,80,17,54,19,29.6,103,D3,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,1,1,Yes,2019-01-24,16:35:00,Dim,Partly covered,2842,-2,0,No,124,Eco PlusN,NA,Yes,-1.5,12,82,17,59,17,22.7,107,D2,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,1,1,Yes,2019-01-25,06:24:00,Dark,Clear,2859,-5,-6.5,No,106,Eco PlusN,NA,Yes,-4.5,12.5,80,17,56,18,19,99,D2,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,1,1,Yes,2019-01-25,16:06:00,Sunny,Clear,2877,2.5,5.5,No,101,Eco PlusN,NA,Yes,2.5,11.5,91,4,19,14,22.3,95,D2,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,1,1,Yes,2019-01-25,16:43:00,Sunny,Clear,2881,2,8,No,93,Eco PlusN,NA,Yes,-0.5,19,78,19,52,22,18.8,75,D2,Yes,Highway,Y,NA,1home,2019-01-25,17:07:00,-0.5,4,No,23.2,NA,NA
191,1,1,Yes,2019-01-27,10:56:00,Dim,Clear,2901,4,5,No,171,Eco PlusN,NA,Yes,3.5,17,66,6,54,6,26.2,157,D2,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,1,1,Yes,2019-01-27,12:39:00,Dim,Clear,2907,3,6.5,No,157,Eco PlusN,NA,Yes,0.5,14,95,6,39,9,20.5,152,0,Yes,City/Highway,Y,NA,1home,2019-01-27,12:49:00,0.5,-4,No,2.9,NA,NA
193,1,1,Yes,2019-01-28,04:11:00,Dark,Clear,2913,-4,-2,No,157,Eco PlusN,NA,Yes,-3.5,16,84,17,51,20,17.5,154,D3,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,1,1,Yes,2019-01-28,07:32:00,Dark,Clear,2931,-3.5,-5.5,No,155,Eco PlusN,NA,Yes,-5,7,95,4,25,9,30.4,140,D1,Yes,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,1,1,Yes,2019-01-28,08:24:00,Dim,Clear,2935,-0.5,3.5,No,139,Eco PlusN,NA,Yes,-4.5,12,96,3,25,8,24.3,133,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,1,1,Yes,2019-01-28,14:34:00,Sunny,Clear,2938,-1.5,2,No,137,Eco PlusN,NA,Yes,-1,17,96,1,8,12,39.8,134,D3,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,1,1,Yes,2019-01-28,17:22:00,Dim,Clear,2940,-1.5,-2,No,132,Eco PlusN,NA,Yes,-3.5,14,93,10,36,17,19.8,123,D2,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,1,1,Yes,2019-01-28,21:12:00,Dark,Clear,2951,-6,-3,No,121,Eco PlusN,NA,Yes,-8,17.5,74,20,60,21,22.7,96,D2,Yes,Highway,Y,NA,1home,2019-01-28,21:35:00,-8,-13,Yes,10.2,NA,NA
199,1,1,Yes,2019-01-29,06:50:00,Dark,Clear,2971,-13,-5,Yes,122,Eco PlusN,NA,Yes,-14.5,15.5,77,17,57,18,23.9,101,D2,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,1,1,Yes,2019-01-29,19:29:00,Dark,Clear,2989,-14,-13.5,No,106,Eco PlusN,NA,Yes,-12.5,13,80,17,56,18,25.4,84,D2,Yes,Highway,Y,NA,1home,2019-01-29,19:48:00,-12.5,-7.5,Yes,12.5,NA,NA
201,1,1,Yes,2019-01-30,06:46:00,Dark,Clear,3006,-7.5,-6.5,No,126,Eco PlusN,NA,Yes,-9,19,76,17,60,17,19.2,117,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,1,1,Yes,2019-01-30,15:54:00,Dim,Clear,3023,-2,2.5,No,122,Eco PlusN,NA,Yes,-1,15,80,17,62,17,19.9,106,D1,Yes,Highway,Y,NA,1home,2019-01-30,16:12:00,-1,-2.5,Yes,12.7,NA,NA
203,1,1,Yes,2019-01-31,06:32:00,Dark,Clear,3041,-2.5,0,Yes,163,Eco PlusN,NA,Yes,-3.5,11.5,78,14,62,14,16.6,162,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,1,1,Yes,2019-01-31,06:53:00,Dark,Clear,3055,-3.5,11,No,163,Eco PlusN,NA,Yes,-3,16,92,3,25,8,19.1,158,D1,Yes,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,1,1,Yes,2019-01-31,10:54:00,Sunny,Clear,3059,1,7.5,No,162,Eco PlusN,NA,Yes,3.5,10,91,3,35,5,23,155,D1,Yes,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,1,1,Yes,2019-01-31,11:09:00,Dim,Clear,3062,3.5,8,No,155,Eco PlusN,NA,Yes,4.5,18,79,3,25,7,16.7,156,0,Yes,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,1,1,Yes,2019-01-31,15:43:00,Sunny,Clear,3065,7.5,12,No,157,Eco PlusN,NA,Yes,7.5,17,86,3,30,6,20.7,152,D1,Yes,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,1,1,Yes,2019-01-31,15:54:00,Sunny,Clear,3068,7.5,15,No,152,Eco PlusN,NA,Yes,7,21,90,3,18,12,16.6,152,D1,Yes,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,1,1,Yes,2019-01-31,16:33:00,Dim,Clear,3072,7,18,No,152,Eco PlusN,NA,Yes,5,21.5,78,19,55,21,16.7,137,D1,Yes,Highway,Y,NA,1home,2019-01-31,16:59:00,5,-2.5,Yes,13,NA,NA
210,1,1,Yes,2019-02-01,07:21:00,Dark,Clear,3092,-2.5,2.5,Yes,186,Eco PlusN,NA,Yes,-5,21,81,23,53,26,18.2,164,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,1,1,Yes,2019-02-01,13:39:00,Dim,Partly covered,3115,-9,-7.5,No,156,Eco PlusN,NA,Yes,-10,17,93,3,23,9,40.3,134,D1,Yes,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,1,1,Yes,2019-02-01,15:46:00,Dim,Partly covered,3118,-9.5,2,No,133,Eco PlusN,NA,Yes,-11.5,21,85,21,38,34,23.9,109,D1,Yes,City/Highway,Y,NA,1home,2019-02-01,16:22:00,-11.5,-20,No,14.1,NA,NA
213,1,1,Yes,2019-02-03,10:42:00,Dim,Partly covered,3140,-20,-14,No,128,Eco PlusN,NA,Yes,-22.5,1,73,15,56,16,32.2,103,D1,Yes,Highway,Y,Feels warmer than the indicated in the car,NA,NA,NA,NA,NA,NA,NA,NA,NA
