trip_num,driver_num,num_occupants,pre_trip,trip_date,start_time,lighting,road_conditions,odometer,start_outside_temp,start_inside_temp,start_departure,range_start,drive_mode,start_notes,post_trip,finish_outside_temp,finish_inside_temp,blue_score,trip_distance,average_speed,trip_duration,economy,range_remaining,brake_mode,climate_control,road_style,reset_meters,finish_notes,charge_location,charge_date,charge_time,plugin_temp,unplug_temp,charge_departure,power_usage,cost,charge_notes
316,1,1,Yes,2019-03-13,06:50:00,Dark,Clear,4326,-11.5,13,Yes,168,Eco PlusN,NA,Yes,-9.5,16,77,17,61,17,18.3,156,D1,No,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,1,1,Yes,2019-03-13,12:52:00,Sunny,Clear,4343,0.5,29.5,No,170,Eco PlusN,NA,Yes,-1.5,29,95,2,24,5,18.3,180,D1,No,City,Y,NA,2home,2019-03-13,22:02:00,0,-11.5,Yes,14.9,NA,NA
318,1,2,Yes,2019-03-15,22:25:00,Dark,Clear,4345,0,0,No,180,Eco PlusN,NA,Yes,0,8,84,5,33,9,23.1,152,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,1,1,Yes,2019-03-16,14:49:00,Sunny,Clear,4350,5,27.5,Yes,154,Eco PlusN,NA,Yes,4,26,82,19,50,23,17.6,138,D1,Yes,City,Y,NA,2home,2019-03-16,15:39:00,6,0,Yes,10.8,NA,NA
320,1,2,Yes,2019-03-18,06:45:00,Dim,Clear,4370,0,13,No,184,Eco PlusN,NA,Yes,-1.5,19,81,23,52,26,16.3,171,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,1,1,Yes,2019-03-18,08:47:00,Sunny,Clear,4393,-1,7,No,171,Eco PlusN,NA,Yes,0.5,15,87,4,26,10,21.9,160,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,1,1,Yes,2019-03-18,10:06:00,Sunny,Clear,4398,1.5,11.5,No,162,Eco PlusN,NA,Yes,2.5,17.5,90,4,26,10,17,160,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,1,2,Yes,2019-03-18,12:55:00,Sunny,Clear,4402,12.5,36.5,No,165,Eco PlusN,NA,Yes,9,19,87,16,31,31,13.4,164,D1,No,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,1,1,Yes,2019-03-18,13:31:00,Sunny,Clear,4418,10.5,22,No,165,Eco PlusN,NA,Yes,8,21.5,86,4,34,7,12.8,163,D1,No,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,1,1,Yes,2019-03-18,15:47:00,Sunny,Clear,4423,16,34,No,164,Eco PlusN,NA,Yes,9.5,23,92,4,30,9,10.9,165,D1,No,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,1,2,Yes,2019-03-18,16:05:00,Sunny,Clear,4427,9.5,24.5,No,165,Eco PlusN,NA,Yes,9.5,26.5,86,2,13,13,12.1,165,D1,No,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,1,2,Yes,2019-03-18,16:39:00,Sunny,Clear,4430,9.5,23.5,No,165,Eco PlusN,NA,Yes,7.5,26,83,25,39,38,16.2,127,D1,No,City/Highway,Y,NA,2home,2019-03-18,17:23:00,7.5,-1,Yes,16.3,NA,NA
328,1,1,Yes,2019-03-19,06:52:00,Dim,Clear,4455,-1,15.5,Yes,199,Eco PlusN,NA,Yes,-0.5,18,76,14,61,14,15.3,191,D1,Yes,Highway,Y,car wash,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,1,1,Yes,2019-03-19,07:13:00,Dim,Clear,4470,12.5,15.5,No,193,Eco PlusN,Inside carwash (leaving),Yes,-1,18.5,78,5,40,7,20.3,180,D1,Yes,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,1,1,Yes,2019-03-19,07:30:00,Dim,Clear,4475,0,15.5,No,179,Eco PlusN,NA,Yes,-1,17,91,3,35,6,14.5,178,D1,Yes,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,1,1,Yes,2019-03-19,18:09:00,Sunny,Clear,4479,12.5,23.5,No,187,Eco PlusN,NA,Yes,9.5,23.5,79,17,57,18,16.3,170,D1,No,Highway,Y,NA,2home,2019-03-19,18:28:00,9.5,0.5,Yes,8.7,NA,NA
332,1,1,Yes,2019-03-20,06:44:00,Dark,Clear,4496,0.5,13.5,No,199,Eco PlusN,NA,Yes,-1.5,16,80,17,47,22,15.8,186,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,1,1,Yes,2019-03-20,09:21:00,Sunny,Clear,4514,2.5,16.5,No,191,Eco PlusN,NA,Yes,2.5,19,90,3,25,9,11.9,191,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,1,1,Yes,2019-03-20,10:21:00,Sunny,Clear,4517,9.5,24.5,No,193,Eco PlusN,NA,Yes,5.5,24.5,93,3,22,10,18.8,193,D2,No,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,1,2,Yes,2019-03-20,13:06:00,Sunny,Clear,4521,16.5,NA,No,193,Eco PlusN,hot in the car no computer data,Yes,14.5,NA,94,1,14,7,15.6,192,D2,No,City,Y,Hot inside no temp data,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,1,1,Yes,2019-03-20,16:24:00,Sunny,Clear,4523,19.5,43,No,192,Eco PlusN,NA,Yes,16,29.5,80,17,53,20,15.7,167,0,Yes,Highway,Y,NA,2home,2019-03-20,18:50:00,16,0,Yes,9.3,NA,NA
337,1,1,Yes,2019-03-21,06:53:00,Dim,Clear,4546,0,16.5,No,218,Eco PlusN,NA,Yes,-1.5,13,75,14,63,13,14.1,209,D2,No,Highway,Y,wash,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,1,1,Yes,2019-03-21,07:13:00,Dim,Clear,4555,11,11.5,No,209,Eco PlusN,Inside carwash (leaving),Yes,-2,15.5,92,4,16,18,19.2,184,D2,Yes,City/Highway,Y,Demo ride some of trip had 2 passengers,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,1,1,Yes,2019-03-21,11:18:00,Sunny,Clear,4560,15,37.5,No,201,Eco PlusN,NA,Yes,8.5,37,94,2,29,5,15.1,197,D2,No,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,1,1,Yes,2019-03-21,11:38:00,Sunny,Clear,4562,9,36.5,No,197,Eco PlusN,NA,Yes,9,34.5,92,4,21,11,9,203,D2,No,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,1,1,Yes,2019-03-21,11:54:00,Sunny,Clear,4566,9,33,No,203,Eco PlusN,NA,Yes,9.5,31.5,91,4,29,8,15.7,196,D2,No,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,1,1,Yes,2019-03-21,01:16:00,Sunny,Clear,4570,14.5,NA,No,197,Eco PlusN,hot in the car no computer data Media prep and pics,Yes,15.5,NA,93,1,11,7,16.8,195,0,No,City,Y,Hot inside no temp data,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,3,1,Yes,2019-03-21,16:17:00,Sunny,Clear,4572,23.5,40.5,No,196,Eco PlusN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,1,1,Yes,2019-03-25,16:00:00,Sunny,Clear,4634,11.5,NA,No,169,Eco PlusN,"Warm inside car, surface was dead",Yes,11,28,85,18,42,27,15.9,164,D2,Yes,City/Highway,Y,NA,2home,2019-03-25,16:35:00,11,5,Yes,5.7,NA,NA
350,1,1,Yes,2019-03-26,06:47:00,Dim,Clear,4653,5,14,Yes,186,Eco PlusN,NA,Yes,2,22,76,17,56,18,14.8,182,D2,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,1,1,Yes,2019-03-26,11:00:00,Dim,Clear,4670,7.5,16,No,185,Eco PlusN,NA,Yes,10.5,22,93,4,23,12,11.2,188,D2,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,1,1,Yes,2019-03-26,11:39:00,Dim,Clear,4675,10.5,19,No,188,Eco PlusN,NA,Yes,10.5,22,95,4,32,7,17,183,D2,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,1,1,Yes,2019-03-26,16:47:00,Sunny,Clear,4679,18,31.5,No,186,Eco PlusN,NA,Yes,14,27,79,17,52,20,17.5,158,D2,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,1,1,Yes,2019-03-27,06:53:00,Dim,Clear,4697,1.5,1.5,No,152,Eco PlusN,NA,Yes,1.5,20.5,72,14,63,13,16.5,139,D3,Yes,Highway,Y,car wash,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,1,1,Yes,2019-03-27,07:22:00,Dim,Clear,4711,13,13,No,140,Eco PlusN,"In car wash, noticed slight scratch on hood",Yes,1.5,18.5,84,3,30,6,18.9,135,D3,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,1,1,Yes,2019-03-27,15:03:00,Dim,Clear,4714,5.5,15.5,No,136,Eco PlusN,NA,Yes,6,22.5,82,17,52,20,17.7,114,D3,Yes,Highway,Y,NA,2home,2019-03-27,15:24:00,6,-4.5,Yes,16.3,NA,1.3kwh for departure
357,1,1,Yes,2019-03-28,06:48:00,Dim,Clear,4732,-4.5,10.5,Yes,183,Eco PlusN,NA,Yes,-5,15,80,17,57,18,17.5,168,D3,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,1,2,Yes,2019-03-28,12:43:00,Sunny,Clear,4749,11,37,No,178,Eco PlusN,Demo,Yes,7,25,86,20,22,4,12.8,180,D3,No,City/Highway,Y,demo ride and wash,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,1,1,Yes,2019-03-28,13:59:00,Sunny,Clear,4770,7,25.5,No,181,Eco PlusN,In car wash,Yes,4.5,25,84,3,30,7,14.4,177,D3,No,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,1,2,Yes,2019-03-28,14:21:00,Sunny,Clear,4773,5,21,No,177,Eco PlusN,Media and demo,Yes,8,16.5,86,3,11,17,15.2,176,0,No,City,Y,Media and demo,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,1,1,Yes,2019-03-28,17:24:00,Sunny,Clear,4776,10,24.5,No,176,Eco PlusN,NA,Yes,9,24.5,82,3,37,6,15.8,170,D3,No,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,1,1,Yes,2019-03-28,17:34:00,Sunny,Clear,4780,8.5,24,No,170,Eco PlusN,NA,Yes,7.5,24.5,79,14,61,14,16.8,147,D3,No,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,1,1,Yes,2019-03-29,06:53:00,Dim,Clear,4795,0,-1.5,No,148,Eco PlusN,NA,Yes,-1.5,3,78,17,59,17,13.9,137,D3,No,Highway,Y,NA,1college,2019-03-29,07:12:00,-1.5,10.5,No,3.1,NA,NA
364,1,2,Yes,2019-03-29,10:02:00,Sunny,Clear,4812,10.5,23.5,No,152,Eco PlusN,NA,Yes,5.5,24.5,87,12,34,22,12.2,149,D3,No,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,1,2,Yes,2019-03-29,12:21:00,Sunny,Clear,4825,15,27.5,No,149,Eco PlusN,NA,Yes,12.5,27.5,91,12,24,30,14.5,135,D3,No,City/Highway,Y,NA,1college,2019-03-29,12:53:00,12.5,20.5,No,1.9,NA,NA
366,1,4,Yes,2019-03-29,14:45:00,Sunny,Clear,4837,20.5,35,No,145,Eco PlusN,NA,Yes,11.5,29,96,3,14,16,14,142,D1,No,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,6,1,Yes,2019-03-29,15:32:00,Sunny,Clear,4841,20,28.5,No,142,Eco PlusN,Operator training,Yes,13.5,24,92,0,6,4,18,141,D1,No,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,7,1,Yes,2019-03-29,15:43:00,Sunny,Clear,4841,16,20,No,140,Eco PlusN,Operator training,Yes,12.5,18.5,94,0,9,4,15.7,140,D1,No,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,2,3,Yes,2019-03-29,15:51:00,Sunny,Clear,4842,14,18.5,No,140,Eco PlusN,Operator training,Yes,11.5,20,81,0,9,4,21.4,138,D1,No,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,6,1,No,2019-03-29,16:03:00,Sunny,Clear,4843,10.5,24,No,138,Eco PlusN,NA,No,10.5,24.5,87,4,29,6,13.9,132,D1,No,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,6,1,No,2019-03-29,16:23:00,Sunny,Clear,4847,13,26,No,132,Eco PlusN,NA,No,11,24.5,74,8,41,13,11.9,122,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,6,4,No,2019-03-29,17:28:00,Dim,Clear,4856,10.5,22,No,122,Eco PlusN,NA,No,10.5,24,89,6,29,14,14.8,112,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,6,2,No,2019-03-29,19:08:00,Sunny,Clear,4863,9.5,17.5,No,112,Eco PlusN,NA,Yes,8,22,84,18,42,26,14.5,90,D1,Yes,City,Y,NA,1home,2019-03-29,19:35:00,8,11.5,No,19.2,NA,Plugged in 17 hrs
374,6,1,Yes,2019-03-30,12:57:00,Sunny,Clear,4882,12,11.5,No,197,Eco PlusN,NA,No,13.5,22,78,2,15,9,15.7,194,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,6,1,No,2019-03-30,13:29:00,Sunny,Clear,4884,14.5,27.5,No,203,Eco PlusN,NA,Yes,14.5,28.5,95,1,21,5,12.6,202,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,6,3,No,2019-03-30,13:42:00,Sunny,Clear,4886,16.5,28,No,203,Eco PlusN,NA,No,15,26.5,91,1,24,17,13.1,199,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,6,1,No,2019-03-30,14:09:00,Sunny,Clear,4893,17,27.5,No,199,Eco PlusN,NA,Yes,15.5,28,78,2,22,9,13.7,196,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,6,1,Yes,2019-03-31,13:49:00,Dim,Clear,4895,9,28.5,No,196,Eco PlusN,Stuffed car full of donations to Vallue Village,No,9.5,27.5,77,2,20,7,14.6,188,0,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,6,1,No,2019-03-31,14:04:00,Dim,Clear,4897,11,27,No,187,Eco PlusN,NA,Yes,9.5,26,77,2,20,6,15.7,185,0,No,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,6,3,No,2019-03-31,14:25:00,Dim,Clear,4900,10.5,29,No,185,Eco PlusN,NA,No,10,28,88,5,25,12,15.2,180,D1,No,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
381,6,3,No,2019-03-31,14:35:00,Dim,Clear,4903,10.5,27.5,No,181,Eco PlusN,NA,Yes,9.5,27,82,3,33,5,14.6,176,D1,No,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,6,1,No,2019-04-01,08:16:00,Dim,Clear,4906,1,1,No,170,Eco PlusN,NA,Yes,0.5,10.5,83,4,32,8,19.8,156,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,6,1,No,2019-04-01,16:03:00,Dim,Clear,4910,10,18,No,160,Eco PlusN,NA,No,9.5,21.5,87,4,19,13,18,156,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,6,1,No,2019-04-01,16:40:00,Dim,Clear,4914,9.5,20.5,No,155,Eco PlusN,Got groceries,Yes,9,22,84,3,21,9,14.1,153,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,6,1,Yes,2019-04-02,08:16:00,Sunny,Clear,4918,0.5,-2,No,152,Eco PlusN,"Trouble making it accelerate at first ""recuperation 1""",No,0.5,19,86,4,26,10,26,126,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,2,1,Yes,2019-04-02,11:46:00,Sunny,Clear,4922,13.5,28.5,No,126,Eco PlusN,NA,Yes,9.5,30.1,77,4,24,11,13.3,136,0,No,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,2,1,Yes,2019-04-02,14:39:00,Sunny,Clear,4926,13.5,38.5,No,134,Eco PlusN,NA,Yes,11.5,28.4,90,5,29,11,15.7,131,0,No,City,Y,I did practice shift to driving mode (regen),NA,NA,NA,NA,NA,NA,NA,NA,NA
388,1,1,Yes,2019-04-02,20:51:00,Dark,Clear,4932,6,12,No,130,Eco PlusN,NA,Yes,3,13.5,79,17,53,19,16.8,112,D3,No,Highway,Y,NA,2home,2019-04-02,21:12:00,3,1,Yes,18,NA,NA
389,1,1,Yes,2019-04-03,06:49:00,Dim,Clear,4949,1,12,Yes,211,Eco PlusN,NA,Yes,3.5,9.5,76,17,58,18,14.6,201,D3,No,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,1,1,Yes,2019-04-03,11:11:00,Sunny,Clear,4967,12,28,No,201,Eco PlusN,NA,Yes,11.5,28.5,81,3,31,5,14.7,197,D3,No,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,1,1,Yes,2019-04-03,11:32:00,Sunny,Clear,4970,12,28,No,199,Eco PlusN,wash,Yes,9,28,89,3,26,7,14,196,D3,No,Highway,Y,wash,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,1,1,Yes,2019-04-03,12:56:00,Sunny,Clear,4973,13.5,32,No,197,Eco PlusN,Media,Yes,14,19.5,86,3,10,23,16.7,194,0,No,City,Y,media,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,1,1,Yes,2019-04-03,14:46:00,Sunny,Clear,4977,15,30.5,No,194,Eco PlusN,Decals,Yes,15,30.5,79,2,26,6,15.2,190,D3,No,Highway,Y,decals canceled,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,1,1,Yes,2019-04-03,14:58:00,Sunny,Clear,4980,15,29.5,No,190,Eco PlusN,NA,Yes,15,29.5,93,0,17,3,12.2,189,B,No,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,1,1,Yes,2019-04-03,15:54:00,Sunny,Clear,4981,16.5,28,No,190,Eco PlusN,NA,Yes,14.5,28,80,27,48,34,15.7,153,B,No,City/Highway,Y,NA,2home,2019-03-03,16:29:00,14.5,6,Yes,11.5,NA,1.2 kwh for departure
396,1,1,Yes,2019-04-04,06:57:00,Sunny,Clear,5009,6,17.5,Yes,213,Eco PlusN,NA,Yes,3,15,78,17,56,18,13,209,B,No,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,1,1,Yes,2019-04-04,16:20:00,Sunny,Clear,5026,19,33,No,209,Eco PlusN,NA,Yes,16,27.5,83,18,43,26,15.7,183,B,No,City/Highway,Y,NA,2home,2019-04-04,16:49:00,16,19.5,No,6.2,NA,NA
398,1,1,Yes,2019-04-04,18:26:00,Sunny,Clear,5045,19.5,27,No,219,Eco PlusN,NA,Yes,15,27,97,1,18,3,11.8,220,B,No,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,1,1,Yes,2019-04-04,19:22:00,Sunny,Clear,5046,15,22,No,221,Eco PlusN,NA,Yes,12.5,22,91,9,26,21,15,211,B,No,City,Y,Demo drive,2home,2019-04-04,19:44:00,12.5,-1,No,2.7,NA,NA
400,1,1,Yes,2019-04-05,06:54:00,Dim,Clear,5055,-1,13.5,No,219,Eco PlusN,NA,Yes,-0.5,9.5,94,17,49,21,15.6,199,0,No,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,1,1,Yes,2019-04-05,08:39:00,Dim,Clear,5073,2,4.5,No,199,Eco PlusN,NA,Yes,0.5,5,76,0,11,2,25.9,197,0,No,City,Y,seawa,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,1,1,Yes,2019-04-05,15:52:00,Sunny,Clear,5073,14.5,28,No,197,Eco PlusN,NA,Yes,13.5,27.5,93,0,9,5,14.5,196,0,No,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,1,1,Yes,2019-04-05,16:39:00,Sunny,Clear,5074,17.5,32.5,No,196,Eco PlusN,NA,Yes,14,29.5,87,6,29,314,14.6,190,B,No,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,1,1,Yes,2019-04-05,17:16:00,Dim,Clear,5081,16,29.5,No,190,Eco PlusN,NA,Yes,13.5,30,76,12,64,11,15.3,177,B,No,Highway,Y,NA,2home,2019-04-06,08:14:00,10.5,12.5,No,6.6,NA,NA
405,1,3,Yes,2019-04-07,10:50:00,Sunny,Clear,5093,12.5,11.5,No,215,Eco PlusN,NA,Yes,13,19.5,71,15,63,14,12.8,214,B,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,1,3,Yes,2019-04-07,12:40:00,Dim,Clear,5108,15.5,28.5,No,215,Eco PlusN,NA,Yes,15.5,23.5,85,8,14,36,15.5,204,B,No,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,1,3,Yes,2019-04-07,13:35:00,Dim,Clear,5117,16.5,25,No,204,Eco PlusN,NA,Yes,14.5,25.5,89,1,10,6,15.8,203,B,No,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,1,3,Yes,2019-04-07,14:33:00,Sunny,Clear,5118,15.5,32.5,No,204,Eco PlusN,NA,Yes,16.5,27,78,19,54,22,17,164,B,No,Highway,Y,NA,2home,2019-04-07,14:59:00,16.5,2.5,Yes,8.8,NA,NA
409,1,1,Yes,2019-04-08,06:50:00,Sunny,Clear,5137,2.5,12.5,Yes,211,Eco PlusN,NA,Yes,0,12,76,17,57,18,14.1,201,B,No,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,4,2,Yes,2019-04-08,16:15:00,Sunny,Clear,5155,18,46,No,202,Eco PlusN,NA,Yes,15,29.5,92,8,23,22,12.4,202,B,No,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,1,1,Yes,2019-04-08,16:51:00,Sunny,Clear,5163,17,28,No,202,Eco PlusN,NA,Yes,15.5,28,85,17,55,18,15.4,177,B,No,Highway,Y,NA,2home,2019-04-08,17:11:00,15.5,3,Yes,8.4,NA,NA
412,1,1,Yes,2019-04-09,06:55:00,Sunny,Clear,5181,3,14.5,Yes,220,Eco PlusN,NA,Yes,1.5,13.5,77,17,59,17,13.8,210,B,No,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,1,1,Yes,2019-04-09,08:20:00,Sunny,Clear,5198,6.5,12,No,211,Eco PlusN,stickers,Yes,5,13.5,88,3,33,5,15.1,207,B,No,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,1,1,Yes,2019-04-09,08:31:00,Sunny,Clear,5201,6,13.5,No,207,Eco PlusN,stickers and wash,Yes,11,15,74,0,8,4,21,206,B,No,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,1,1,Yes,2019-04-09,09:36:00,Sunny,Clear,5202,13,15.5,No,206,Eco PlusN,NA,Yes,10.5,17.5,71,5,49,7,17,194,B,No,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,1,1,Yes,2019-04-09,10:10:00,Sunny,Clear,5208,12,17.5,No,194,Eco PlusN,NA,Yes,12.5,16.5,82,4,35,8,11.7,194,B,No,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,1,1,Yes,2019-04-09,16:50:00,Dim,Clear,5212,15,21,No,195,Eco PlusN,NA,Yes,13.5,22,79,17,58,18,14.6,177,B,No,Highway,Y,NA,2home,2019-04-09,17:10:00,13.5,1,Yes,8.9,NA,0.86 kwh for departure
418,1,1,Yes,2019-04-10,06:44:00,Dim,Clear,5230,1,12,Yes,224,Eco PlusN,NA,Yes,1.5,11,82,17,49,21,13.7,214,D1,No,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,7,2,Yes,2019-04-10,15:07:00,Dim,Clear,5248,13.5,37,No,214,Eco PlusN,NA,Yes,12.5,29.5,95,4,21,11,12.9,213,D1,No,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,7,1,Yes,2019-04-10,16:10:00,Dim,Clear,5252,18.5,34,No,214,Eco PlusN,NA,Yes,13.5,29.5,82,5,23,14,8.9,214,0,No,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,7,2,Yes,2019-04-10,16:27:00,Dim,Clear,5257,14.5,30,No,220,Eco PlusN,NA,Yes,14,25.5,80,3,22,8,22.2,206,0,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,7,2,Yes,2019-04-10,17:32:00,Dim,Clear,5260,21.5,35,No,207,Eco PlusN,NA,Yes,13,32.5,93,7,32,13,11.5,205,D1,No,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,7,2,Yes,2019-04-10,21:45:00,Dark,Clear,5267,11,12.5,No,206,Eco PlusN,NA,Yes,8,15.5,93,6,30,12,14.1,197,D1,No,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,7,2,Yes,2019-04-10,22:02:00,Dark,Clear,5274,9,15,No,198,Eco PlusN,NA,Yes,7.5,16,90,6,31,13,12.5,192,0,No,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,7,2,Yes,2019-04-10,22:26:00,Dark,Clear,5281,7.5,14,No,192,Eco PlusN,NA,Yes,7,16.5,95,24,32,46,12.6,173,D1,No,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,7,2,Yes,2019-04-11,07:51:00,Sunny,Clear,5306,3,4.5,No,173,Eco PlusN,NA,Yes,3.5,10,94,6,28,14,12.8,167,D1,No,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,7,1,Yes,2019-04-11,11:50:00,Dim,Clear,5313,15,36,No,167,Eco PlusN,NA,Yes,11,26.5,93,9,23,25,13.5,147,D2,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,7,1,Yes,2019-04-11,12:45:00,Dim,Clear,5323,14.5,33.5,No,154,Eco PlusN,NA,Yes,11.5,28.5,95,6,30,13,10.8,147,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,7,1,Yes,2019-04-11,16:02:00,Dim,Clear,5329,17.5,32,No,151,Eco PlusN,NA,Yes,12.5,26,94,4,27,9,8.9,152,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,7,2,Yes,2019-04-11,16:24:00,Dim,Clear,5334,14,27,No,148,Eco PlusN,NA,Yes,12,25.5,93,3,25,8,20.1,136,D3,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
